solute_name,solute_FP_315,solute_FP_378,solute_FP_1876,solute_FP_222,solute_FP_1762,solute_FP_935,solute_FP_1536,solute_FP_656,solute_FP_114,solute_FP_227,solute_FP_1991,solute_FP_1009,solute_FP_145,solute_FP_883,solute_FP_4,solute_FP_191,solute_FP_310,solute_FP_888,solute_FP_1199,solute_FP_1683
sulfamethoxypyridazine,0.022126062707511666,-0.11913660264124473,-0.024063707078319112,0.018924110263267267,0.015066364287340548,0.01372724632295558,-0.07461336506287353,0.004938553525792031,-0.012161434713194126,0.006409419777241965,0.011125046749966713,0.00556732872360044,-0.008419541850505538,-0.10116941275600085,-0.06681992883295976,-0.008460280368859116,-0.0022504449249510115,-0.07299963206495817,-0.004772027994437735,0.005240049495146195
gsk2598883a,0.020391570929084214,0.011692049786360193,-0.019599664780484673,0.016340829804768354,0.015029113653621867,-0.09791741468373272,-0.07231136191035926,-0.05314520213243408,-0.011268824500093614,0.006015591451806747,-0.10170912679979405,-0.1451765672125683,-0.007483057855442893,0.005401513888661741,-0.08143968736151463,-0.0071365199318172146,-0.004707555180393683,0.004200659847982219,-0.006772575023433742,-0.021509148611017475
"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.022017673915448538,0.013527716117335786,-0.015956883273620406,-0.2683093242832838,0.013942313465289772,0.011000761773524572,0.009466144463134697,0.011268491778711904,-0.009565514534355316,-0.21831836631468468,0.007069031234423165,0.008278754689818016,-0.00883192249290005,0.008712342879618518,0.004488031410703116,-0.012641525393999473,-0.009040424972699839,-0.09366427284305609,-0.010307577648112784,0.00372570054262178
sulfamethoxazole,0.017568904584488336,-0.08641473367083381,-0.018429001548109225,0.010988992550614057,0.012186121583217755,0.011294075904035708,0.02210652708762791,-0.013760170147928874,-0.0078368715812976,0.005889623532886617,0.009170806505542714,0.0039678028981434185,-0.009929613490960037,-0.09034763869773452,-0.03691182923112865,-0.007314610016741425,-0.0019090906267520038,-0.05493592279231961,-0.0034688504822697726,0.0032843806131131713
hydrocortisone,-0.42090332306506223,0.00899750756406604,-0.013334255666765481,-0.20101892086692866,-0.3767458812419196,0.008616152675264553,0.009983040186440728,-0.0006002907599546838,-0.006477025915307119,0.007790032780788655,0.006721015843898688,-0.1743261881308672,-0.006050909780709238,0.00581834450117943,0.005079698619533702,-0.007810189656444587,-0.006178563565511771,0.005244149579962898,-0.0067844479433144525,0.004267380468051366
ascorbic acid,0.020138812328325,0.01845987316771516,-0.01593439453074825,-0.18622074260673255,0.013860027425340376,0.010241501620213967,0.010622656415158417,-0.12227534953270514,-0.00622856547406991,-0.3122268201985644,0.004442646417446667,0.007572630801005289,-0.009566543007567815,0.00902817622735165,0.004572601969779498,-0.005634699760425065,-0.004926117922339472,0.00654756868675031,-0.007408480795187643,0.007105467729736119
3-pyridinecarboxylic acid,0.02404076735760706,-0.1685832926361521,-0.02248091793968342,0.014503009448308147,0.01671479485463351,0.021257707777937562,0.019976963153215666,0.009660299551760544,-0.011224831464181384,0.006590403757872992,0.008289817056283937,0.007236590299289673,-0.007175602339557372,0.009174676698166876,0.006095846502212225,-0.006083857388363564,-0.006902242459570214,0.005352688662242144,-0.008676753011895926,0.005686574136974136
piroxicam,-0.25265320262600044,-0.13757426110727725,-0.023406666658912355,0.020666122967744567,0.013628739464443892,-0.078028138349274,0.011172683037096119,0.006557747199793604,-0.010955130237834532,0.004067338069407491,0.008273984475086937,0.006894056338669976,-0.012197191317362532,0.0029484670840888394,0.006363659709425823,-0.00868396112800318,-0.005320595945109484,0.005420065173515294,0.01028696061491939,0.003230253093778239
Sulfapyridine,-0.26998608443325794,-0.1570709045095282,-0.02023161779528891,0.018517773149505957,0.017817939378219308,0.017107163729233432,-0.07096389975056809,0.011078634918849275,-0.00822403425070661,0.006169867949047329,0.005134069290870684,0.008163289137009996,-0.010004109959127164,-0.07907962557132123,-0.07828449802962495,-0.009159352289480012,-0.0003877341222323593,-0.08708966925139067,0.015579636430338724,0.004815361102519091
sulfadiazine,0.016448545912842293,-0.09597651727288053,-0.016027565707563553,0.014382757081780256,0.011374850127583613,0.00928733763200171,0.013338754134686041,0.0004219053868223454,-0.006865987621281988,0.0052754347248492196,0.006201175976880222,0.004014899782496286,-0.008281649054633817,-0.1424769512169678,-0.05813053734632348,-0.007572059346341575,-0.0028492321964313306,-0.054581025854578795,-0.005569737548542548,0.004375660996990973
fumaric acid,0.03358606549406735,0.022658946820301933,-0.018425538094079458,0.02502306675298314,0.017793151230822937,0.013282851376085697,0.010079602572416963,0.005587445492662178,-0.009000758945961328,0.001525713522132719,0.01229684875526194,0.012671152224065736,-0.005246384868078167,0.004467017288164546,0.00540741594152981,-0.007523726173167235,-0.0028917380985270334,0.0048620113928821715,-0.008253987159963193,0.0016729522217065098
N-(pyridin-3-ylmethylideneamino)pyridin-2-amine,-0.30847060711609325,-0.1453712932879959,-0.015577613245371442,0.015034021664869215,0.019109911520790775,0.012704688247273832,0.016939583482768892,0.0032082122837406735,-0.008973389876094492,0.00352477962738097,0.007229723155517907,0.007578132879474044,-0.011492858753699695,0.006028883390439052,0.011284344449389513,-0.007857976300777713,-0.007392143486746741,0.005894667706246158,0.008391751988553247,0.002465302544563504
2-aminoacetic acid,0.0203647242005718,0.008432269230906399,-0.03383274710826299,0.01641549382995436,0.014617434601532295,0.021207532633015946,0.008648652131560084,0.00586423202959395,-0.01218721246514633,0.006359285841826931,0.01197366119005892,0.005159642699582037,-0.01682692650044828,0.006875916504213819,0.0009386936981491089,-0.006184881780332035,-0.008481496503700328,0.003940111442852868,-0.004912694350357469,0.005273147666521254
glibenclamide,0.018144675046942213,0.009633443930470094,-0.025454471380040786,0.014499472755824172,-0.32755179595960726,0.009970035179444494,-0.10713912791722578,0.0015648806457011233,-0.011578627845583469,0.0023954465891347356,-0.1268449100166481,0.006988577759420878,-0.006683761673514255,-0.15728490267494635,0.00223211119245434,-0.004737036149426785,0.030076255911535555,0.002540726797847128,-0.005433561005660294,-0.014453731649950896
