solute_name,solvent_FP_807,solvent_FP_1057,solvent_FP_695,solvent_FP_1143,solvent_FP_222,solvent_FP_650,solvent_FP_80,solvent_FP_790,solvent_FP_1683,solvent_FP_1238,solvent_FP_565,solvent_FP_794,solvent_FP_1444,solvent_FP_1,solvent_FP_591,solvent_FP_674,solvent_FP_1155,solvent_FP_1088,solvent_FP_1017,solvent_FP_294
lamivudine,0.007657383815064047,-0.008666256209473129,0.008166348264518697,-0.005788302119117361,0.00035933953671625886,0.0028690013864032457,0.006613034597324562,0.014868651507855853,-0.0035701317505178547,0.0009683895169337124,-0.004471841480336707,-0.0006153645335810627,0.002801156787033203,-0.0007410435730222769,0.0023782300363958107,-0.0033551311153496503,0.0050052317395996694,0.0040158325702911194,0.005728294567319003,0.0031332438252775325
311-03-5,0.006980861633693556,0.026730679028857725,0.006958086801065032,-0.005909508114500568,0.00022829579650403641,-0.0033178752634181108,0.0011022717209328095,-0.010063550357637204,0.01711178674372994,0.0023177144640067126,0.011864657081522248,0.005866665011631084,0.003990739541700999,0.0008900742733489355,0.002319206312964265,0.003492494107298886,-0.00445906227798592,-0.0010108526023603712,0.0013861133534997603,0.0035799577988707043
theophylline,0.005266726184699192,0.004977607533837726,0.004349722222329795,-0.007053530349887132,-0.0014802732292636476,-0.002528774059433503,0.003179891213015005,0.011815620822528052,0.00032316383902070747,-0.0025978465395085303,0.009582887218632756,-0.00021366547843089484,-0.0012060963323495921,-0.0004230841937070099,0.0038760566621683454,-0.0023198763499947908,0.00673612463005239,0.004355432023032997,0.0007921469559187245,0.0007522230507798998
gsk1278863,-0.0065067047678955235,-0.011920864572014883,-0.02544380108477223,-0.007180729524819375,-0.0037911551777506246,0.013717268442539232,0.0012734326698667549,0.005566014678630987,-0.010092951921803131,-0.009236410171386827,-0.006176494320558656,0.0020766966120997193,0.0027164758789695043,-0.002360358397102876,0.0012628199594594965,-0.008468986026018683,9.277052459159074e-05,0.0004669592636673767,-0.0013887274617688187,0.0020073545384245036
trimethoprim,0.025228749543647382,-0.0006219462714670953,0.007349123955737014,-0.008151808293246176,0.007536016852634476,-0.008389914456054158,-0.001045148178505997,0.0021912578198498523,-0.0047460426254474445,0.003235623702300927,-0.00443716507008503,0.0013058714908083858,-0.0004794782769840814,0.0038886830637011372,0.002851741048209533,0.0012672359336465889,-0.005776020839089142,0.002713193546878756,-0.0002123222645900569,-0.0030987517899620795
sulfamethoxypyridazine,0.02952129380094675,0.009936781865853846,-0.00017930735962067912,-0.003530719437242169,0.0077446000007239495,-0.001293440032163176,-0.0026866552129422416,-0.0036872550003135985,-0.00011667089940601758,-0.0006983591213202086,0.0016223298277020606,0.0003441684717884641,0.0022998658569622424,0.0012945915186458026,0.0003323408066103183,0.003436139811933572,0.0034653090510823863,0.002035155818184649,0.0003667654554897126,-0.0014800382597240968
gsk2598883a,-0.003991510055136913,0.004406439377306859,-0.004531308572874358,0.0008212239774914968,-0.0019746704694154817,0.004317868374966046,-0.0004274074968806679,-0.0040395213140534125,0.003628731464191982,0.0008632216176764424,-0.00480744264659214,0.0008976123928502083,-0.000746904361990346,-0.0010780199759415153,0.0016728242685829693,-0.0015015187811828975,0.00025165102155759597,0.0008321883871790956,5.206179597345413e-06,0.0005336004861786543
"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",0.02367979960372031,-0.03465391426971473,0.00798139821602672,-0.0063556757045007545,0.015189776331752,-0.000883154003204254,0.0021579967694015066,0.0036796284253432536,-0.0048636313159586275,0.004009186955605401,-0.005232860608601187,0.0010734583833909709,0.00386994399917603,-0.004250623189924227,-0.0009869434692227515,-0.017919013986975187,0.018345491986910926,0.0016898210662911878,0.00402286619302322,-0.0002264208609994967
sulfamethoxazole,-0.0007869651512137366,0.0028723585056904997,0.009328481054079022,-0.002857797388092877,0.0007351015986641867,-0.017790381484664976,0.010269695476767083,-0.002603882652358152,0.015122729704598898,0.005436919818901515,0.0220571453027369,-0.0005847979064565153,-0.0029669475765695097,0.006878215999870009,0.0012830083359549461,0.0026475136352382836,0.022187884585538994,-0.0018507454064456397,-0.0016721514683740678,0.002108624379954563
hydrocortisone,-0.030197157494261165,0.0007686497835523674,-0.004879571990653252,-0.007269894695443782,-0.012630692155563186,-0.0018958191455370388,0.004502793960077251,-0.008378958719505742,0.012471112140225768,-0.0053000601117825395,0.0012876713659413024,-0.0008774187931411843,-0.0020336172496536165,0.005160901915862345,-0.0006633870850328093,0.0014248014535587572,-0.0034782892326302318,0.0011144654855797854,0.0038461715519072944,-0.0011737222376192828
ascorbic acid,0.010944118318067924,-0.01537397999879977,-0.0011849906925781404,-0.0038822315165671175,-0.007237947723333494,0.004708483453177905,0.011973779921747337,0.06048049215783249,-0.0038765587617235727,-0.005863077566111315,-0.005349847403944295,0.0002618474488808715,0.003544037707259122,0.0015217245536987317,0.0021638389253239437,-0.0066923580414004384,-0.006134147975932138,0.0020329983099654785,0.0010295224535966552,0.0032139117457845715
3-pyridinecarboxylic acid,-0.0543219665333163,0.002748148537963667,-0.0025838906985093967,-0.0045768550575606545,-0.0030834616369823683,-0.0051863374773347464,-0.0006067060960170539,0.03140909984345247,-0.005916110295899367,-0.0221717160199114,-0.0029138605100888526,0.00532989532383605,0.0002344795740524813,0.00045424899153052433,0.0034845411183717563,-0.010544413627527926,-0.002534401229204377,0.0024014295253922077,0.0015944654476334108,-0.002331996786482099
piroxicam,-0.00975007981157779,0.008913575170450452,-0.00478625432552993,0.0030936752805315517,0.001265652024427428,0.017112660016867138,-0.0014630777721491282,-0.006352839470410323,0.0058371826545616,-0.005999686788366359,-0.0029421173144046843,0.001343370578178803,-0.0010437220410728643,-0.0044161512465424975,-0.00010786069155637103,0.0035036039023751595,0.00010520815915134293,-0.0032728033153121244,-0.0026598066380626863,-0.0007201108016834907
Sulfapyridine,0.037193024911393875,-0.005232795193933271,0.00689959740593622,0.013717267110223474,0.0132868878361478,-0.014847312344645616,0.00382975502606314,-0.008853118908537,-0.003341831809011637,0.0018799772143393055,-0.006033245931866987,-0.0036557163103066157,0.0013918815537363118,0.032079070240251896,0.00020907586719658882,0.004780591582675697,-0.005232782165330718,0.0037986313084184074,0.0009875099068449346,5.451841334434002e-05
sulfadiazine,0.025151653831638896,0.00033010460004106757,0.0010547777548470093,0.003650370548192541,0.0032823966142973404,0.006615741609298311,-0.0004879447168565323,-0.003050564906227464,-0.006080194969113108,-0.00012443180362481585,-0.005586245227598283,0.0005669500023785189,-0.0011127714967392424,-0.0013899587992233365,0.0007817415540603179,0.002253112119403795,-0.001096174708025046,0.0038401928269786367,-0.0003358204970345469,-0.0005867413938744903
fumaric acid,-0.1218268056374412,0.026839840923591207,0.00815064991795225,-0.02225813799782676,-0.00815757816300902,-0.007723548807407496,-0.0012292164001640536,0.04349212920700665,0.018147316941018895,0.004273929021389146,0.028295140132977393,0.007771316625782371,0.0038751048721072344,0.013149879905901496,0.0008572681272865641,0.004636700748599954,-0.002685306610995515,-0.005710015602150331,0.0002160834325331962,0.005704777129576542
N-(pyridin-3-ylmethylideneamino)pyridin-2-amine,-0.07401634361727095,-0.0009515929199187667,0.005066129878978244,-0.005340329427078056,0.002989109233937295,-0.039256849256016725,-0.0020817834226090778,0.021082898688506855,-0.009748270605681076,0.0033382843463671936,-0.008877278100335388,-0.013558717275591334,-0.009174891667098563,-0.011414065516801202,-0.014998183581174088,0.0018561048603927095,-0.004383744737036371,0.0046644284688954945,0.00018494663127057725,-0.0009442609459802045
2-aminoacetic acid,0.015111622005106254,-0.005408170607192916,0.007739131537437061,-0.010737056718669464,0.015465036708369554,0.007917007325138456,0.032578514841068225,-0.0038544904846639864,-0.004175270139585336,0.0034069233715308656,-0.003981880045512298,0.0032530251628304545,-0.003716056583252794,-0.0032587312037480843,0.002292980647669083,0.002801186964088629,0.020545500066809837,0.002939493954841055,0.0014244056215648015,0.0037928528201473456
glibenclamide,0.02879707379096999,-0.007308119067638472,-0.008403245927802346,-0.006660127274394654,0.0037660100020741544,0.04460971907974908,-0.0018895758686434754,0.0054328064389846985,-0.0075626055596922015,-0.004386613289472052,-0.007151250209673208,-0.0016211474399909775,-0.0006477588475581797,0.017588826171045183,-0.0025574321524072727,-0.0019152560935754082,0.0112850534484528,0.0026833695807545153,-0.0016964619457712615,-0.003549308962303712
